gene_id,log2FoldChange,padj
MYC,-2.0709344655236044,5.579215629798729e-82
HBG2,2.9983716123689326,3.1512442980299734e-51
ALAS2,4.626625376395752,3.61984004255331e-43
HBG1,2.536642136133692,3.0638748154723356e-42
HBZ,5.553306459394353,2.3145050488094632e-38
MCM2,0.8216907899736751,4.0125062355030935e-25
CCND1,-1.2345586572863192,3.237352896382478e-6
E2F1,0.41446526553777624,9.144066309236409e-4
BCL2,-1.2147295520655366,0.028706424914674362
CDK4,0.051625292481097734,0.6977086122526048
