gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PRDX2,20224.863195108723,1.8100638591693634,0.09237446483224032,19.594850833036915,1.7108621793751676e-85,1.9727262338452026e-83
SMYD3,1609.268925975159,-1.8633363729854904,0.09515845068787,-19.581407216238052,2.2278021693405838e-85,2.549760838406027e-83
MYL4,12863.816549423436,2.5076481744710817,0.12816102734782053,19.56638633728716,2.991563313665382e-85,3.3987238793708686e-83
COMT,9872.371253567884,-1.6637944733552823,0.08511073264076492,-19.548585962452233,4.241140169848684e-85,4.7832012236738696e-83
OBSL1,5684.404343592487,1.9523961057791326,0.09998949051599781,19.526013141018645,6.599497501212886e-85,7.389046079075385e-83
NAV1,978.0163275409305,-3.549125083823415,0.18196560817106286,-19.5043729389069,1.0078549700160063e-84,1.1203141828573607e-82
IQGAP1,6406.671116746689,-2.0886213656660106,0.10738275797705754,-19.450248857570294,2.900201473215103e-84,3.2007866401890395e-82
DMTN,10400.953405469028,2.961852228442042,0.15244563826748692,19.42890765588887,4.396181203979949e-84,4.8174039562194465e-82
MYC,7128.6502163913865,-2.0709344655236044,0.10663373411163954,-19.42100670839729,5.127490903057533e-84,5.579215629798729e-82
MIF,3526.6935316201184,-2.6330255505527473,0.13599703788359555,-19.360903675023,1.6496610480346478e-83,1.7824414582645696e-81
STXBP5,4999.883930397837,-1.9806419179418786,0.102484337078476,-19.326289015512963,3.2281908340546e-83,3.46380392895678e-81
FN3K,4739.220611579922,2.1958780323072395,0.1137985169988792,19.296191991050872,5.781614796728761e-83,6.160808980983178e-81
RAB32,704.5805965485711,-2.649913847679745,0.13750253235164053,-19.27174578067419,9.275383438175111e-83,9.816023938578332e-81
SPTBN1,4909.9884863938705,-3.1557380811023266,0.1638117628317833,-19.264416831549045,1.0686241593208477e-82,1.123218495623566e-80
ITIH5,422.23875417598623,-3.99735766384125,0.20778024069764572,-19.238391727816218,1.766034148113245e-82,1.843715785303902e-80
